group_label,group_size,bpppc_min,bpppc_max,bpppc_avg,bpppc_std,bpppc_median,compression_time_seconds_min,compression_time_seconds_max,compression_time_seconds_avg,compression_time_seconds_std,compression_time_seconds_median
VVC lossless inter,19,2.975697326660156,3.2668954849243166,3.0361315395957544,0.07560701865829915,3.0100207138061523,230704.6,297064.92000000004,274410.6984210526,18633.325297060368,277139.11
VVC lossless intra,19,3.001279144287109,3.2839631271362304,3.0605571827135596,0.07361647949444522,3.0371802139282225,23679.28,35005.36,32950.640526315794,3669.1865690859636,34529.38
