__atable_index,file_path,task_name,task_label,param_dict,family_label,header_size,build_time,dump_time,row_created,row_updated
"('avg_all', 'FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_FGHI/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3423620_tree_count=1_tree_size=65536')",avg_all,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_FGHI/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3423620_tree_count=1_tree_size=65536,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_FGHI/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3423620_tree_count=1_tree_size=65536,"{'tree_size': 65536, 'tree_count': 1, 'source': Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3435481, 'qstep': 5, 'forest_output_dir': '/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_FGHI/column_avg_symbol_to_p_noshadow'}",No family,1811475,2.636049857,690.841949192,2022-02-10T08:36:20.597011,2022-02-10T08:36:20.597944
"('avg_all', 'FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_FGJ/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.2976973_tree_count=1_tree_size=65536')",avg_all,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_FGJ/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.2976973_tree_count=1_tree_size=65536,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_FGJ/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.2976973_tree_count=1_tree_size=65536,"{'tree_size': 65536, 'tree_count': 1, 'source': Source_avg_symbol_to_p_noshadow_256symbols_entropy1.2992196, 'qstep': 5, 'forest_output_dir': '/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_FGJ/column_avg_symbol_to_p_noshadow'}",No family,1818324,2.6660807369999997,711.218108311,2022-02-10T08:36:41.088814,2022-02-10T08:36:41.089733
"('avg_all', 'FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_FGJI/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.2928954_tree_count=1_tree_size=65536')",avg_all,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_FGJI/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.2928954_tree_count=1_tree_size=65536,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_FGJI/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.2928954_tree_count=1_tree_size=65536,"{'tree_size': 65536, 'tree_count': 1, 'source': Source_avg_symbol_to_p_noshadow_256symbols_entropy1.2930581, 'qstep': 5, 'forest_output_dir': '/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_FGJI/column_avg_symbol_to_p_noshadow'}",No family,1839312,2.677461257,684.658751579,2022-02-10T08:36:14.603782,2022-02-10T08:36:14.604717
"('avg_all', 'FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_IJ/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3881863_tree_count=1_tree_size=65536')",avg_all,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_IJ/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3881863_tree_count=1_tree_size=65536,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_IJ/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3881863_tree_count=1_tree_size=65536,"{'tree_size': 65536, 'tree_count': 1, 'source': Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3882842, 'qstep': 5, 'forest_output_dir': '/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_IJ/column_avg_symbol_to_p_noshadow'}",No family,1796079,2.641187307,679.8154421739999,2022-02-10T08:36:09.795668,2022-02-10T08:36:09.796613
"('avg_all', 'FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_JG/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3194682_tree_count=1_tree_size=65536')",avg_all,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_JG/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3194682_tree_count=1_tree_size=65536,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_JG/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3194682_tree_count=1_tree_size=65536,"{'tree_size': 65536, 'tree_count': 1, 'source': Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3199385, 'qstep': 5, 'forest_output_dir': '/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_JG/column_avg_symbol_to_p_noshadow'}",No family,1820265,2.670881677,717.652805565,2022-02-10T08:36:47.746248,2022-02-10T08:36:47.747174
"('avg_all', 'FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_JLS/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4514650_tree_count=1_tree_size=65536')",avg_all,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_JLS/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4514650_tree_count=1_tree_size=65536,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_JLS/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4514650_tree_count=1_tree_size=65536,"{'tree_size': 65536, 'tree_count': 1, 'source': Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4515414, 'qstep': 5, 'forest_output_dir': '/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_JLS/column_avg_symbol_to_p_noshadow'}",No family,1746155,2.6143610070000003,745.352213086,2022-02-10T08:37:15.507316,2022-02-10T08:37:15.508213
"('avg_all', 'FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_N/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4234681_tree_count=1_tree_size=65536')",avg_all,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_N/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4234681_tree_count=1_tree_size=65536,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_N/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4234681_tree_count=1_tree_size=65536,"{'tree_size': 65536, 'tree_count': 1, 'source': Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4292303, 'qstep': 5, 'forest_output_dir': '/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_N/column_avg_symbol_to_p_noshadow'}",No family,1752958,2.620211228,786.632106744,2022-02-10T08:37:56.872653,2022-02-10T08:37:56.873537
"('avg_all', 'FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_NW/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4752433_tree_count=1_tree_size=65536')",avg_all,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_NW/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4752433_tree_count=1_tree_size=65536,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_NW/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4752433_tree_count=1_tree_size=65536,"{'tree_size': 65536, 'tree_count': 1, 'source': Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4799023, 'qstep': 5, 'forest_output_dir': '/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_NW/column_avg_symbol_to_p_noshadow'}",No family,1734578,2.612926208,699.972771252,2022-02-10T08:36:30.307326,2022-02-10T08:36:30.308243
"('avg_all', 'FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_W/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3990108_tree_count=1_tree_size=65536')",avg_all,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_W/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3990108_tree_count=1_tree_size=65536,FastYamamotoBuildTask__forest_output_dir=/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_W/column_avg_symbol_to_p_noshadow_qstep=5_source=Source_avg_symbol_to_p_noshadow_256symbols_entropy1.3990108_tree_count=1_tree_size=65536,"{'tree_size': 65536, 'tree_count': 1, 'source': Source_avg_symbol_to_p_noshadow_256symbols_entropy1.4005251, 'qstep': 5, 'forest_output_dir': '/home/miguel/local_v2f/forest_generation/prebuilt_forests/q5/prediction_W/column_avg_symbol_to_p_noshadow'}",No family,1763776,2.640757008,776.819051344,2022-02-10T08:37:47.227885,2022-02-10T08:37:47.228767
