CCSDS 123.0-B-2 Hybrid,qstep,0.0,0.0,0.0,0.0,0.0
,pae,1.0,2.0,3.0,4.0,5.0
JPEG-LS lossy,qstep,0.0,0.0,0.0,0.0,0.0
,pae,1.0,2.0,3.0,4.0,5.0
Kakadu JPEG 2000 lossy,qstep,0.0,0.0,0.0,0.0,0.0
,pae,9.021428571428572,4.942857142857143,2.316666666666667,1.1333333333333333,1.0
V2F (W1+W2) / 2, 1 tree,qstep,2.0,3.0,4.0,5.0,6.0,7.0,8.0
,pae,1.0,1.0,2.0,2.0,3.0,3.0,4.0
V2F FGIJ, 1 tree,qstep,2.0,3.0,4.0,5.0,6.0,7.0,8.0
,pae,1.0,1.0,2.0,2.0,3.0,3.0,4.0
V2F JPEGLS, 1 tree,qstep,2.0,3.0,4.0,5.0,6.0,7.0,8.0
,pae,1.0,1.0,2.0,2.0,3.0,3.0,4.0
V2F W, 1 tree,qstep,2.0,3.0,4.0,5.0,6.0,7.0,8.0
,pae,1.0,1.0,2.0,2.0,3.0,3.0,4.0
