group_label,group_size,bpppc_min,bpppc_max,bpppc_avg,bpppc_std,bpppc_median,compression_efficiency_1byte_entropy_min,compression_efficiency_1byte_entropy_max,compression_efficiency_1byte_entropy_avg,compression_efficiency_1byte_entropy_std,compression_efficiency_1byte_entropy_median
Kakadu lossless,131,2.583459761424731,3.506768103158602,2.7631032002842075,0.11149222389903969,2.7453326612903224,2.0049815606213754,2.484201568219828,2.3752582056489224,0.0705141985263294,2.3853985691010764
Kakadu lossless YCC,131,2.809995799731183,3.59760248655914,2.9136063989011327,0.10410544591454406,2.896182165658602,1.9465052148478903,2.355568699694838,2.2520530338710714,0.06119115798819266,2.265595982626519
